year,month,day,hour,PM2.5,PM10,SO2,CO,NO2,O3,TEMP,DEWP,HUMI,PRES,wd,WSPM
2014,6,25,9,117,191,13,1.1,78,30,26.2,20.5317388,71,998.1,NW,1.4
2014,6,25,10,117,195,15,1.3,80,43,26.6,21.58928905,74,998.1,SW,0.6
2014,6,25,11,118,168,15,1.3,82,53,26.2,21.20398186,74,998.1,SW,1.2
2014,6,25,12,107,144,15,1.1,62,93,25.7,21.57926996,78,998,SW,2.6
2014,6,25,13,101,103,10,0.8,34,133,25.2,21.70996428,81,998,SW,2.5
2014,6,25,14,111,111,7,0.8,39,124,25,21.71556299,82,997.5,SW,2.7
2014,6,25,15,106,106,8,0.8,39,124,24.6,21.52300582,83,996.7,SW,2.1
2014,6,25,16,121,121,6,1,63,96,23.7,21.59550669,88,997.3,SW,2.2
2014,6,25,17,106,106,6,0.9,52,94,23.5,21.39864357,88,996.9,SW,2.6
2014,6,25,18,118,118,6,0.9,47,80,23.6,21.49707542,88,997.9,NW,1.3
2014,6,25,19,102,102,5,0.9,47,91,23.5,21.58305487,89,997.4,SW,0.8
2014,6,25,20,103,106,4,0.9,42,90,23.3,21.74881131,91,998.2,NW,1.1
2014,6,25,21,120,126,3,1.1,64,54,22.7,21.68482888,94,998.7,NW,1.4
2014,6,25,22,113,121,4,1,60,60,22.5,21.65916003,95,998.4,NW,1.1
2014,6,25,23,128,131,4,1,48,58,23,21.98254382,94,998.2,SW,2.3
2014,6,26,0,145,145,4,0.9,41,52,23,22.15600102,95,998,NW,1
2014,6,26,1,150,150,4,1,42,44,22.9,22.22836882,96,997.7,NW,1.8
2014,6,26,2,152,152,4,1,34,49,22.9,22.22836882,96,997.3,NW,1.4
2014,6,26,3,172,172,3,0.9,27,46,22.9,22.3985435,97,997.3,CV,0.5
2014,6,26,4,166,166,3,0.9,25,48,22.8,22.29891955,97,997.3,CV,0.4
2014,6,26,5,168,168,4,0.9,21,48,22.4,21.73088443,96,997.6,NE,0.7
2014,6,26,6,162,162,3,0.9,26,35,23.3,22.10478106,93,997.9,SE,1.1
2014,6,26,7,163,163,3,0.9,46,15,24.6,22.2935788,87,997.9,NW,1.1
2014,6,26,8,167,167,4,1,50,29,26.6,21.58928905,74,997.8,SE,1.2
2014,6,26,9,159,159,4,0.9,39,60,27.9,22.61726351,73,997.7,SE,1.3
2014,6,26,10,124,124,6,0.8,34,92,29.7,20.56649394,58,997.3,NE,1.3
2014,6,26,11,111,111,5,0.9,42,113,30.8,21.31028134,57,996.9,NW,1.9
2014,6,26,12,102,102,5,0.8,33,148,31.4,20.98747031,54,996.3,NW,2.1
2014,6,26,13,90,90,6,0.8,28,185,32.2,20.79670521,51,995.5,SW,1.9
2014,6,26,14,86,86,7,0.8,30,208,32.7,22.19063837,54,995,NW,1.9
2014,6,26,15,83,119,8,0.8,27,221,32,23.27425187,60,994.9,SW,2.3
2014,6,26,16,117,167,5,0.9,38,226,32,23.27425187,60,994.7,NW,1.9
2014,6,26,17,109,127,2,0.8,32,176,31.2,21.96761854,58,995,NW,2.1
2014,6,26,18,106,109,2,0.8,35,163,30.5,21.59273028,59,996.1,SW,1.8
2014,6,26,19,84,104,3,0.8,44,136,29.9,22.86715829,66,996.9,SW,1.7
2014,6,26,20,102,162,2,0.9,48,140,27.4,23.4382683,79,998,CV,0.4
2014,6,26,21,120,168,4,1,65,97,26.3,22.78151797,81,998.9,NE,2
2014,6,26,22,104,140,4,1.2,119,27,26.5,21.92891911,76,999.2,NE,1.1
2014,6,26,23,106,174,3,1.1,107,27,25.7,22.19704827,81,999.8,CV,0.4
2014,6,27,0,98,199,4,1.2,134,2,23.6,21.86436316,90,1000.1,CV,0
2014,6,27,1,90,146,5,0.9,117,3,22.6,21.58558999,94,999.8,NE,0.6
2014,6,27,2,81,97,NA,0.7,92,13,22.5,18.270262,77,1000,CV,0
2014,6,27,3,52,52,3,0.6,79,17,21.7,16.86781662,74,1000.3,NE,1.3
2014,6,27,4,35,49,2,0.6,84,NA,23.4,15.71345761,62,1001.1,NE,1.4
2014,6,27,5,19,26,2,0.3,74,2,24.2,15.42463341,58,1001.5,NE,1.6
2014,6,27,6,13,29,2,0.2,48,25,25.3,15.90359339,56,1002.1,NE,1.4
2014,6,27,7,12,48,2,0.2,41,28,27.4,15.43422667,48,1002.4,NE,1.8
2014,6,27,8,16,46,3,0.2,42,33,29.9,13.23336307,36,1002.3,NE,3.6
2014,6,27,9,13,44,4,0.2,33,46,31.1,11.50562333,30,1002.4,NE,3.1
2014,6,27,10,16,16,3,0.1,18,74,31.9,12.19538358,30,1001.9,NE,2.3
2014,6,27,11,NA,5,NA,0.2,17,83,32.5,11.11506733,27,1001.4,NE,2.3
2014,6,27,12,5,20,2,NA,10,94,33.3,10.63524987,25,1000.7,SE,1.6
2014,6,27,13,19,19,2,0.1,10,NA,34.2,10.77876253,24,1000.1,NW,1.6
2014,6,27,14,10,12,2,0.1,NA,116,34.5,11.64642121,25,999.6,NW,2.5
2014,6,27,15,16,16,2,0.2,14,118,34.1,8.705302177,21,999.1,NW,3.1
2014,6,27,16,11,19,2,0.2,18,115,34.3,8.150207522,20,999,NW,2.9
2014,6,27,17,14,25,2,0.1,15,115,32.7,12.36797403,29,998.9,NW,1.1
2014,6,27,18,9,15,2,0.2,23,103,30.9,12.31095761,32,999.4,SW,2
2014,6,27,19,16,49,2,0.3,45,104,28.8,13.87508316,40,1000,SW,0.8
2014,6,27,20,17,66,2,0.3,51,122,25.5,18.44518457,65,1000.6,CV,0
2014,6,27,21,25,88,2,0.4,56,114,23.2,16.73989511,67,1001.1,NW,1.6
2014,6,27,22,37,109,2,0.7,132,38,22.8,17.27228839,71,1001,NW,1.2
2014,6,27,23,37,114,2,0.5,102,57,21.7,17.4954647,77,1001.1,CV,0.1
2014,6,28,0,38,121,2,0.5,106,47,20.8,17.61690359,82,1001,CV,0
2014,6,28,1,30,88,2,0.5,102,27,20,16.44765329,80,1000.8,CV,0.1
2014,6,28,2,28,61,2,0.4,80,22,19.7,15.14830858,75,1000.5,CV,0
2014,6,28,3,32,147,2,0.5,105,2,19.2,14.03463573,72,1000.8,CV,0
2014,6,28,4,29,75,2,0.4,89,2,19.5,13.21578549,67,1001.1,CV,0.1
2014,6,28,5,25,76,2,0.3,83,2,20.8,13.26036949,62,1001.2,NE,1.5
2014,6,28,6,23,67,2,0.4,74,2,22.9,13.66775577,56,1001.3,NE,1.2
2014,6,28,7,17,77,2,0.2,56,23,27.1,11.97119565,39,1001.2,NE,2.4
2014,6,28,8,22,98,6,0.4,64,21,30.5,11.48263241,31,1000.8,NE,2.5
2014,6,28,9,24,88,20,0.5,46,47,32.6,11.74967704,28,1000.5,NE,1.8
2014,6,28,10,25,56,16,0.4,31,69,33.7,10.97238674,25,1000.2,NW,1.5
2014,6,28,11,26,61,9,0.6,29,84,34.8,11.89910193,25,999.8,NE,2.4
2014,6,28,12,19,19,4,0.2,17,100,34.7,11.19791544,24,999,SW,1.4
2014,6,28,13,19,19,2,0.2,13,112,36.1,11.72490607,23,998.3,NE,2.8
2014,6,28,14,24,24,2,0.2,14,112,36.3,12.53834981,24,997.5,SE,1.4
2014,6,28,15,21,21,2,0.2,12,117,36.5,11.38520395,22,996.9,NE,1.3
2014,6,28,16,23,24,2,0.3,17,122,36.6,12.14146272,23,996.6,SE,1.4
2014,6,28,17,37,42,2,1.5,15,123,36,13.51008554,26,996.9,SE,0.8
2014,6,28,18,28,42,2,0.3,18,142,33.5,13.57404428,30,997.4,SW,1.1
2014,6,28,19,19,55,2,0.3,28,153,30.8,14.449835,37,998,SE,0.8
2014,6,28,20,27,72,2,0.3,38,161,29.3,15.8026451,44,999,CV,0.1
2014,6,28,21,27,87,2,0.4,53,98,25.8,18.23112187,63,999.8,CV,0
2014,6,28,22,32,94,2,0.6,100,39,24.6,17.09748577,63,999.8,CV,0
2014,6,28,23,34,114,2,1.2,134,3,23.8,16.83291675,65,999.9,CV,0
2014,6,29,0,47,162,2,0.8,150,2,24.2,17.92706491,68,999.9,CV,0.2
2014,6,29,1,50,181,2,0.9,137,2,24.4,17.88234099,67,1000.2,NE,1.2
2014,6,29,2,54,187,NA,0.9,121,2,23.9,17.40635214,67,1000,NE,1.8
2014,6,29,3,44,139,9,0.6,102,2,23.1,17.3354703,70,1000.1,CV,0.1
2014,6,29,4,23,73,7,0.3,78,NA,22.1,17.03853666,73,1000.5,CV,0
2014,6,29,5,18,54,7,0.2,72,2,22.7,18.46394975,77,1000.9,NE,0.6
2014,6,29,6,20,51,6,0.2,61,4,24.7,17.44094925,64,1001,CV,0
2014,6,29,7,23,68,6,0.3,66,9,26.8,17.58038108,57,1001.3,SE,1.8
2014,6,29,8,28,84,8,0.4,63,23,28.5,18.30192618,54,1001.3,SE,0.6
2014,6,29,9,30,80,9,0.6,46,51,29.8,18.59033896,51,1001.3,NE,1.4
2014,6,29,10,35,102,12,0.8,62,57,31.1,18.1336944,46,1000.9,NE,1
2014,6,29,11,34,70,12,0.7,44,107,32.3,18.14535996,43,1000.5,CV,0.5
2014,6,29,12,40,86,12,0.7,53,132,32.4,20.33170901,49,1000.2,NE,0.9
2014,6,29,13,55,113,16,1.3,59,167,32.9,18.68529351,43,999.6,SW,1.3
2014,6,29,14,76,128,28,1.8,60,212,34,16.40239842,35,999.1,SW,2.5
2014,6,29,15,67,93,25,1.4,39,244,34.3,15.74318327,33,998.7,SE,1.9
2014,6,29,16,59,75,21,1.1,34,229,33.9,16.31467723,35,998.3,SW,2.5
2014,6,29,17,41,80,14,0.8,33,204,32.5,14.17494977,33,998.1,SW,1.9
2014,6,29,18,35,51,10,0.7,31,186,31.6,16.7633053,41,998.3,SW,1.9
2014,6,29,19,30,62,8,0.6,41,165,30.2,18.95817703,51,998.7,SW,1
2014,6,29,20,52,149,12,1.3,55,219,28.8,19.44580177,57,999.5,SW,0.7
2014,6,29,21,73,169,17,1.5,66,216,26.5,20.12009586,68,999.9,CV,0
2014,6,29,22,65,136,20,1.5,74,165,25,21.31250362,80,1000,SW,0.9
2014,6,29,23,75,166,17,1.6,108,94,27,19.10776972,62,1000.2,SW,0.9
2014,6,30,0,78,158,22,1.4,75,128,25.8,19.91940587,70,1000,CV,0
2014,6,30,1,68,111,26,1.1,52,128,24,20.73983398,82,999.9,NE,1.3
2014,6,30,2,71,132,20,1.1,82,71,24.7,18.40388588,68,1000.1,NE,0.7
2014,6,30,3,77,180,17,1.1,120,29,24.7,18.40388588,68,1000.3,NE,1.1
2014,6,30,4,65,160,12,1,117,22,24.4,18.80636259,71,1000.8,NE,1.2
2014,6,30,5,69,187,11,1.1,126,9,24.2,19.49272692,75,1000.9,NE,1
2014,6,30,6,66,152,10,1.1,94,29,24.3,20.22169434,78,1001.2,CV,0.4
2014,6,30,7,66,160,9,1.3,100,24,26.5,20.12009586,68,1001.3,CV,0.4
2014,6,30,8,70,152,10,1.3,96,48,28.5,19.16604868,57,1001.1,NE,1.5
2014,6,30,9,61,106,12,1.1,58,119,30.3,19.05012965,51,1000.9,SE,0.8
2014,6,30,10,79,151,14,1.2,56,136,31.8,19.78299867,49,1000.8,SE,0.8
2014,6,30,11,78,143,16,1.2,59,167,32.8,19.67648956,46,1000.2,SE,1.5
2014,6,30,12,93,162,21,1.3,64,204,34,19.67485864,43,999.3,SW,1.2
2014,6,30,13,105,169,26,1.3,69,231,34.3,18.78325629,40,998.8,SW,1.7
2014,6,30,14,121,197,32,1.3,64,286,35.2,17.9013598,36,998.4,SW,3.1
2014,6,30,15,81,81,29,0.8,33,225,34.5,16.84094425,35,998,SW,2.9
2014,6,30,16,78,118,24,0.7,28,215,34.3,15.26342152,32,997.8,SW,4.1
2014,6,30,17,67,85,20,0.6,30,195,33.6,15.13347602,33,997.5,SW,3.4
2014,6,30,18,64,110,16,0.6,35,194,32.4,13.61412599,32,998.1,SW,1.8
2014,6,30,19,52,73,13,0.5,38,163,31.4,14.12034365,35,998.6,SW,1.5
2014,6,30,20,45,90,12,0.5,45,142,30.5,16.15559619,42,999,SW,1.6
2014,6,30,21,49,129,11,0.6,70,111,28.8,17.35699534,50,999.3,NW,1.7
2014,6,30,22,58,127,13,0.7,82,96,29.3,17.16954834,48,999.1,SW,1.5
2014,6,30,23,66,145,13,0.6,62,103,28.2,16.80631298,50,999.3,SW,1.3
2014,7,1,0,66,145,16,0.6,59,94,27.8,16.75048593,51,999.3,SW,1
2014,7,1,1,66,123,16,0.6,53,87,27.2,17.38730114,55,999.3,SW,1
2014,7,1,2,59,111,NA,0.5,50,81,24.5,19.7822635,75,999.3,CV,0
2014,7,1,3,63,141,14,0.5,55,68,23.3,19.65873373,80,999.3,NW,0.6
2014,7,1,4,62,121,14,0.6,47,NA,23.4,19.55356863,79,999.3,CV,0.5
2014,7,1,5,69,135,13,0.6,79,34,24.4,18.57972868,70,999.8,NW,2
2014,7,1,6,76,150,12,0.7,97,7,25.5,19.86081669,71,999.9,NE,1.4
2014,7,1,7,77,165,11,0.7,98,10,26.8,19.92373502,66,1000.5,NE,1.4
2014,7,1,8,106,236,12,1,104,16,28.1,20.4031309,63,1000.5,NW,1.3
2014,7,1,9,103,215,12,0.9,93,37,29.8,20.65991825,58,1000.1,NE,1.6
2014,7,1,10,124,243,14,1.2,111,45,30,20.5646024,57,999.6,NW,1.5
2014,7,1,11,142,221,15,1.3,115,78,29.9,21.03106616,59,999.1,SE,1.5
2014,7,1,12,137,183,19,1.1,70,129,29.8,20.65991825,58,998.6,SE,1.9
2014,7,1,13,130,156,23,1,47,146,30.4,20.65011733,56,998,SW,1.6
2014,7,1,14,136,155,26,1.2,51,156,30.6,20.83612731,56,997.3,SW,1.7
2014,7,1,15,140,150,29,1.2,NA,176,31.2,21.39409926,56,996.7,SW,1.8
2014,7,1,16,134,156,28,1.2,43,184,31.1,21.00779008,55,996.5,SW,1.6
2014,7,1,17,126,157,26,1,33,180,30.6,20.83612731,56,995.8,SW,0.9
2014,7,1,18,136,157,19,0.9,41,170,29.3,20.74178831,60,996,SE,0.6
2014,7,1,19,160,208,24,1.2,56,185,29.4,20.8356113,60,995.5,NW,1.5
2014,7,1,20,161,204,31,1.3,54,188,27.8,22.29444719,72,996.2,SW,1.3
2014,7,1,21,168,239,31,1.5,61,158,24.8,20.4973915,77,998.6,SE,1.4
2014,7,1,22,98,118,20,0.9,38,138,22.5,22.00004683,97,999.5,SE,1.4
2014,7,1,23,52,85,11,0.7,23,116,21.8,21.6356951,99,999.3,NE,1
2014,7,2,0,38,38,7,0.7,20,110,21.5,21.5,100,998.8,NE,1.3
2014,7,2,1,27,27,5,0.5,13,117,21.4,21.4,100,998.7,NE,1.5
2014,7,2,2,36,36,2,0.5,14,104,21.4,21.4,100,998.4,NE,0.7
2014,7,2,3,43,43,2,0.5,15,95,21.3,21.3,100,997.8,NE,0.9
2014,7,2,4,43,43,3,0.5,15,93,21.2,21.2,100,997.5,CV,0
2014,7,2,5,44,44,2,0.5,15,84,21.5,21.5,100,997.8,CV,0.5
2014,7,2,6,48,48,3,0.6,16,83,21.5,21.5,100,998.2,CV,0.2
2014,7,2,7,48,48,4,0.6,34,60,21.6,21.6,100,998.1,NE,0.8
2014,7,2,8,53,53,3,0.7,38,62,21.9,21.9,100,998.3,NE,0.8
2014,7,2,9,49,49,4,0.7,46,55,21.9,21.9,100,998.3,CV,0.4
2014,7,2,10,37,37,4,0.8,47,55,22.5,22.5,100,998,NW,1.1
2014,7,2,11,33,33,3,0.8,53,48,22.7,22.53457879,99,997.8,CV,0.5
2014,7,2,12,39,39,4,0.8,51,45,23.2,22.5268572,96,997.4,CV,0
2014,7,2,13,46,46,4,0.7,41,61,24.3,23.27261234,94,996.9,NE,1
2014,7,2,14,55,55,5,0.8,47,66,25.7,22.59785061,83,996.3,SE,0.7
2014,7,2,15,64,64,4,0.8,42,87,25.1,23.16009487,89,996.2,NE,1
2014,7,2,16,74,77,5,1,60,74,27,23.25774708,80,995.2,NW,1
2014,7,2,17,83,83,6,1,62,76,25.5,23.3671704,88,995.5,NE,1.1
2014,7,2,18,86,86,5,1,58,89,25.4,23.45577476,89,996,NW,0.8
2014,7,2,19,98,109,5,1.2,76,68,24.8,23.2313714,91,996.4,CV,0.1
2014,7,2,20,102,102,7,1,59,74,24.5,23.47108016,94,996.9,NE,0.9
2014,7,2,21,104,137,6,1.1,70,46,24,23.32281792,96,996.8,NW,0.7
2014,7,2,22,111,111,6,1.1,71,33,23.9,23.39477532,97,997.3,NE,1.6
2014,7,2,23,112,133,5,1.1,65,22,23.9,23.39477532,97,996,NE,0.6
2014,7,3,0,118,118,5,1.1,70,5,23.4,23.4,100,995.2,NW,1.1
2014,7,3,1,125,125,7,1.1,74,2,23.4,23.06593784,98,995.5,SW,0.9
2014,7,3,2,139,139,NA,1,58,15,23.3,22.79703792,97,995.5,SE,0.8
2014,7,3,3,155,155,5,1.1,40,27,23.5,22.82534388,96,995.5,SW,1.2
2014,7,3,4,177,177,5,1.1,38,NA,23.3,22.96618796,98,995.8,CV,0
2014,7,3,5,201,201,6,1.2,45,25,23.5,23.33358334,99,995.8,CV,0.2
2014,7,3,6,223,223,7,1.3,41,24,23.9,23.39477532,97,996.1,NW,0.6
2014,7,3,7,235,235,7,1.2,42,27,24.8,23.76877975,94,996.2,NE,0.9
2014,7,3,8,208,208,7,1.1,47,29,25.4,23.8243683,91,995.9,NE,0.9
2014,7,3,9,202,202,10,1.2,57,24,25.7,24.12086093,91,996.1,NE,1
2014,7,3,10,201,201,8,1.2,67,20,26.7,24.16482242,86,995.8,SE,0.8
2014,7,3,11,106,106,25,1.2,66,32,27.6,24.0477527,81,995.5,SW,0.6
2014,7,3,12,205,224,7,1.2,66,51,28.7,23.61180452,74,994.7,SE,0.8
2014,7,3,13,195,195,38,1.2,57,102,30.3,23.98397065,69,994.2,SE,1.4
2014,7,3,14,208,208,12,1,48,140,30.8,23.46823799,65,993.7,SW,0.9
2014,7,3,15,186,186,9,0.9,31,175,29.3,24.18955894,74,994.3,SW,2.1
2014,7,3,16,167,167,9,0.9,39,157,28.9,23.11889575,71,994.7,SW,1.4
2014,7,3,17,157,157,NA,NA,NA,NA,28.6,23.51550748,74,994,SW,2
2014,7,3,18,169,170,8,0.9,48,129,28.5,24.07888045,77,994.7,CV,0
2014,7,3,19,155,168,7,1,58,111,27.6,24.0477527,81,995,SW,0.9
2014,7,3,20,154,173,7,1,47,115,26.4,23.8704225,86,995.2,NE,0.8
2014,7,3,21,171,181,8,1.1,68,84,25.7,24.48323018,93,995.5,CV,0
2014,7,3,22,172,198,7,1.1,76,49,25.2,24.5167364,96,996.3,CV,0.4
2014,7,3,23,198,223,7,1.2,81,37,24.5,23.99250765,97,996.5,CV,0
2014,7,4,0,257,257,6,1.5,96,20,24.3,23.96368251,98,996.9,CV,0
2014,7,4,1,258,258,6,1.5,110,11,24.5,23.99250765,97,996.6,NE,1.3
2014,7,4,2,261,261,6,1.4,91,17,24.1,23.93283479,99,997,NE,1.4
2014,7,4,3,237,237,6,1.2,72,17,23.6,23.6,100,997.4,SE,0.6
2014,7,4,4,226,226,7,1.2,70,14,23.3,23.3,100,998.1,CV,0.5
2014,7,4,5,208,208,8,1.2,68,14,23.7,23.7,100,998.7,CV,0.5
2014,7,4,6,186,186,7,1.1,68,4,24.7,24.19175063,97,998.7,NE,1.4
2014,7,4,7,178,178,7,1.2,75,5,25.9,24.13444209,90,999.3,SE,0.8
2014,7,4,8,184,184,7,1.2,71,17,27.8,24.24254392,81,999.2,SE,1.8
2014,7,4,9,198,198,8,1.1,50,55,29.3,24.41329729,75,999.4,NW,0.7
2014,7,4,10,202,202,8,1.2,62,74,30.4,23.83669654,68,999.4,NW,0.9
2014,7,4,11,221,221,7,1.2,43,123,31.1,25.22614493,71,999.2,SE,0.8
2014,7,4,12,208,208,7,1.2,50,137,31.9,24.51010841,65,998.5,NW,1.6
2014,7,4,13,191,191,6,1.1,37,181,33.1,23.45327034,57,997.8,SE,1.5
2014,7,4,14,179,179,7,1.1,31,218,33.9,22.99198907,53,997.5,SE,1.4
2014,7,4,15,168,168,9,1,31,242,32.9,24.39347774,61,997.7,SE,1.8
2014,7,4,16,185,187,9,1.1,36,253,30.6,23.78101361,67,998.6,SW,2.5
2014,7,4,17,233,254,8,1.5,41,194,29.1,24.65951321,77,999.2,SW,3.9
2014,7,4,18,236,259,6,1.5,48,142,28.2,24.00297462,78,999.2,SW,1.6
2014,7,4,19,189,189,9,1.3,48,114,27.8,24.24254392,81,999.5,SE,1.1
2014,7,4,20,185,185,9,1.4,64,105,27.4,23.22746409,78,1000.6,SW,1.3
2014,7,4,21,163,163,8,1.4,72,81,26.1,23.38225922,85,1001.2,SW,1.6
2014,7,4,22,116,125,7,1.2,70,64,25.1,23.52787179,91,1000.9,CV,0
2014,7,4,23,116,121,7,1.1,69,50,24.3,23.44775997,95,1001.4,CV,0
2014,7,5,0,110,124,4,1,67,36,24.2,23.52180622,96,1001.3,CV,0.1
2014,7,5,1,123,133,2,1.2,77,26,23.7,23.36518691,98,1001.3,SW,0.9
2014,7,5,2,113,126,NA,1.1,93,3,24.1,23.76418435,98,1001.1,NW,1.1
2014,7,5,3,134,156,11,1.1,92,2,23.7,23.19553008,97,1000.8,CV,0
2014,7,5,4,139,139,10,0.9,72,NA,22.9,22.9,100,1001.2,CV,0
2014,7,5,5,120,120,10,0.8,55,10,23.7,23.7,100,1001.8,CV,0.2
2014,7,5,6,111,121,11,0.9,57,4,24.8,24.29137191,97,1002,NE,1.2
2014,7,5,7,130,148,10,0.9,63,2,25.9,23.94856399,89,1002.5,NE,1
2014,7,5,8,172,176,10,1.1,72,16,27.4,23.64674802,80,1002.3,SE,0.6
2014,7,5,9,176,176,12,1.1,64,43,28.6,23.51550748,74,1002,NE,1.2
2014,7,5,10,174,174,13,1.1,67,63,29.4,22.39252874,66,1001.8,NW,1.1
2014,7,5,11,137,137,11,1,65,95,30.4,21.77372254,60,1001.3,SW,1.4
2014,7,5,12,110,110,13,0.8,46,152,31.2,21.39409926,56,1001.1,NW,2.8
2014,7,5,13,99,99,13,0.6,36,175,31.5,21.080037,54,1000.4,SE,1.4
2014,7,5,14,61,61,14,0.4,24,147,31.6,22.05580982,57,999.8,SW,2
2014,7,5,15,65,65,11,0.5,25,146,31.9,20.20056362,50,999.3,SW,2.2
2014,7,5,16,72,72,13,0.5,32,142,31.5,19.83380441,50,999,SW,3.5
2014,7,5,17,60,60,14,0.4,30,144,30.8,19.82240944,52,998.9,SW,3.1
2014,7,5,18,53,64,15,0.4,24,150,29.9,19.89419611,55,999.2,SW,2.8
2014,7,5,19,57,89,14,0.5,35,137,29.1,21.34715752,63,999.6,SW,2.2
2014,7,5,20,72,101,14,0.6,36,137,28.6,21.87894147,67,999.9,SW,2.4
2014,7,5,21,82,133,15,0.6,42,126,28.3,22.54406606,71,999.9,SW,1.5
2014,7,5,22,96,128,12,0.7,43,122,27.6,23.20785323,77,999.9,SW,1.6
2014,7,5,23,123,158,11,0.9,50,109,27.2,23.45224954,80,999.7,SW,2.3
2014,7,6,0,165,198,13,1.3,68,79,26.7,23.57489441,83,999.4,SW,2
2014,7,6,1,193,204,13,1.5,57,85,26.5,23.57788991,84,999.6,SW,2.6
2014,7,6,2,202,202,12,1.3,46,79,25.6,23.65289204,89,999.4,SW,0.9
2014,7,6,3,218,218,13,1.1,48,66,25.4,23.64096828,90,999.4,NW,0.8
2014,7,6,4,197,197,13,1,41,70,24.2,23.52180622,96,999.5,CV,0
2014,7,6,5,185,185,12,0.9,44,61,24.2,23.86393348,98,1000,NW,0.8
2014,7,6,6,189,189,11,1,48,40,25.1,23.88863587,93,999.9,NW,1
2014,7,6,7,195,195,11,1,53,39,26.4,23.67623802,85,1000,NW,1.2
2014,7,6,8,193,193,14,1.1,63,48,27.3,23.95940234,82,999.9,NE,0.8
2014,7,6,9,227,227,19,1.3,64,53,28.1,23.90603966,78,999.9,CV,0
2014,7,6,10,243,243,21,1.3,61,69,29.1,23.77090345,73,999.9,SE,1
2014,7,6,11,234,234,22,1.3,55,99,29.9,24.30976387,72,999.5,NE,1.6
2014,7,6,12,218,218,21,1.1,42,142,31.3,23.15863387,62,998.6,SW,1.5
2014,7,6,13,195,195,24,0.9,32,168,31.9,23.45397822,61,997.8,SW,2.2
2014,7,6,14,174,174,23,0.7,24,174,31.9,23.72357215,62,997.5,SW,1.8
2014,7,6,15,166,166,21,0.8,27,173,32.2,24.27238864,63,997.4,SW,1.4
2014,7,6,16,171,171,18,0.8,31,178,31.9,23.98938443,63,997,SW,0.7
2014,7,6,17,158,166,16,0.7,29,181,31.7,24.06247824,64,996.9,SW,1.3
2014,7,6,18,158,175,15,0.7,24,184,30.8,22.95155079,63,997.4,SW,1.7
2014,7,6,19,166,189,15,0.8,29,180,30,24.17261063,71,998,SW,1.2
2014,7,6,20,165,216,17,0.9,39,163,29.2,23.86703115,73,998.8,SW,1.1
2014,7,6,21,191,228,15,1.1,46,159,28.4,24.19684122,78,998.8,SW,1.2
2014,7,6,22,217,226,17,1.1,43,151,28.8,24.15138015,76,998.7,SE,1.3
2014,7,6,23,236,236,20,1.1,56,131,28,24.23021959,80,998.5,SW,1.1
2014,7,7,0,224,234,22,1.6,44,104,27.7,23.93848828,80,998.6,SE,1.9
2014,7,7,1,184,184,21,1.8,42,81,26.9,23.77029313,83,998.8,SE,1
2014,7,7,2,136,136,NA,1.8,35,80,26.1,23.76781034,87,998.9,CV,0.1
2014,7,7,3,130,130,17,1.6,43,59,25.5,23.55433367,89,999,CV,0
2014,7,7,4,134,134,15,1.5,52,NA,24.9,23.51117761,92,999,CV,0.2
2014,7,7,5,117,117,15,1.3,52,27,24.9,23.69043511,93,999.2,NE,0.6
2014,7,7,6,102,102,12,1,47,27,25.8,23.8500072,89,999,CV,0
2014,7,7,7,100,100,11,1,49,24,26.8,24.45573649,87,998.8,NE,0.8
2014,7,7,8,100,103,12,1,60,21,27.4,23.85295771,81,998.2,CV,0.5
2014,7,7,9,114,114,16,1,68,29,29.1,24.65951321,77,998.1,SE,0.8
2014,7,7,10,136,143,16,1.1,72,48,30.4,24.31906162,70,997.6,NE,1.5
2014,7,7,11,145,153,17,1.1,75,73,31.2,24.59876271,68,996.8,SE,0.7
2014,7,7,12,181,182,16,1.1,69,117,31.2,23.8471258,65,996.3,SW,2.4
2014,7,7,13,201,201,16,1,46,167,31.7,24.57545496,66,995.5,SW,1.7
2014,7,7,14,211,211,15,0.9,34,177,31.2,23.3289724,63,994.3,SW,4.1
2014,7,7,15,220,231,14,0.9,46,173,31.2,23.58982193,64,994.8,SW,2.3
2014,7,7,16,224,280,12,0.9,42,174,31.3,24.19588347,66,994,SW,1.6
2014,7,7,17,227,249,13,1,41,177,31.6,23.96795079,64,993.5,SW,1.3
2014,7,7,18,204,214,15,1,49,161,30.9,23.30620526,64,994,SW,1.3
2014,7,7,19,200,236,12,1,54,154,29.6,23.78946248,71,994.2,SW,1.1
2014,7,7,20,190,229,13,1,54,148,28.9,24.02748931,75,994.3,SW,1
2014,7,7,21,210,267,13,1.2,73,110,29.1,23.77090345,73,994.3,SW,1.4
2014,7,7,22,203,237,12,1.2,82,81,29.1,23.99697942,74,994.4,NW,1.3
2014,7,7,23,202,236,12,1,57,89,27.5,24.35646922,83,994.7,NE,0.9
2014,7,8,0,203,239,12,0.9,51,81,27,24.45921621,86,994.3,SE,1.3
2014,7,8,1,233,295,11,1.1,60,55,25.9,24.13444209,90,994.3,NE,1.2
2014,7,8,2,241,248,11,1.2,51,61,25.1,23.34487823,90,994.5,NE,1.4
2014,7,8,3,235,235,11,1.1,56,51,24.8,22.67821241,88,994.8,NE,1
2014,7,8,4,192,192,12,1,54,45,24.3,22.73719547,91,994.9,CV,0
